age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,y,duration_minutes,cluster
38,admin,single,secondary,0,393,0,0,unknown,6,may,2,0,3.066666666666667,0
43,blue-collar,married,primary,0,98,1,0,unknown,6,may,1,0,3.9166666666666665,0
33,management,married,tertiary,0,0,1,0,unknown,6,may,1,0,4.833333333333333,0
55,blue-collar,married,secondary,0,224,1,0,unknown,6,may,1,0,3.8666666666666667,0
38,blue-collar,married,secondary,0,757,1,0,unknown,6,may,1,0,2.216666666666667,0
49,services,married,secondary,0,245,1,1,unknown,6,may,1,0,5.3,0
40,management,married,secondary,0,8486,0,0,unknown,6,may,3,0,4.333333333333333,0
38,blue-collar,married,secondary,0,20,1,0,unknown,6,may,1,0,6.7,0
58,services,married,secondary,0,1667,1,1,unknown,6,may,1,0,1.4166666666666667,0
32,unemployed,married,secondary,0,10,1,0,unknown,6,may,4,0,8.35,0
56,management,married,tertiary,0,830,1,1,unknown,6,may,1,1,20.016666666666666,0
60,retired,divorced,secondary,0,545,1,0,unknown,6,may,1,1,17.166666666666668,0
37,technician,married,tertiary,0,8730,1,0,unknown,6,may,1,0,2.4833333333333334,0
46,technician,divorced,tertiary,0,477,1,0,unknown,6,may,1,0,1.9,0
27,admin,married,secondary,0,4,1,0,unknown,6,may,1,0,4.05,0
43,blue-collar,married,secondary,0,1205,1,0,unknown,6,may,2,0,12.816666666666666,0
32,technician,single,secondary,0,0,1,1,unknown,6,may,3,0,2.25,0
40,admin,single,secondary,0,263,1,0,unknown,6,may,1,0,3.85,0
38,admin,married,secondary,0,1,0,0,unknown,6,may,1,0,1.2666666666666666,0
34,blue-collar,married,secondary,0,283,0,1,unknown,6,may,1,0,3.316666666666667,0
47,blue-collar,married,primary,0,206,1,0,unknown,6,may,1,0,2.533333333333333,0
42,housemaid,married,primary,0,17,1,0,unknown,6,may,1,0,2.066666666666667,0
48,technician,married,secondary,0,141,1,1,unknown,6,may,1,0,7.066666666666666,0
29,self-employed,single,tertiary,0,16,1,0,unknown,6,may,1,0,0.7166666666666667,0
50,services,married,secondary,0,206,1,0,unknown,6,may,1,0,2.566666666666667,0
50,management,married,tertiary,0,0,0,0,unknown,6,may,1,0,5.433333333333334,0
58,retired,married,tertiary,0,0,0,0,unknown,6,may,1,0,6.55,0
46,blue-collar,divorced,primary,0,1927,1,0,unknown,6,may,3,0,4.016666666666667,0
38,technician,married,secondary,0,284,1,0,unknown,6,may,1,0,8.05,0
46,blue-collar,married,secondary,0,1660,1,0,unknown,6,may,1,0,4.316666666666666,0
32,services,single,secondary,0,406,1,0,unknown,6,may,1,0,3.783333333333333,0
51,blue-collar,married,primary,0,230,1,0,unknown,6,may,1,0,11.216666666666667,0
39,admin,single,secondary,0,-25,1,0,unknown,6,may,1,0,9.6,0
48,admin,married,secondary,0,182,1,0,unknown,6,may,2,0,3.0,0
36,entrepreneur,married,tertiary,0,1169,1,0,unknown,6,may,2,0,2.8,0
34,admin,divorced,secondary,0,67,1,0,unknown,6,may,1,0,1.5,0
40,technician,married,secondary,0,77,0,0,unknown,6,may,1,0,8.416666666666666,0
43,unemployed,married,secondary,0,0,1,0,unknown,6,may,1,0,4.083333333333333,0
52,blue-collar,divorced,primary,0,55,1,1,unknown,6,may,1,0,3.1,0
33,technician,married,secondary,1,72,1,0,unknown,6,may,1,0,10.383333333333333,0
49,management,single,tertiary,0,163,1,0,unknown,6,may,3,0,8.266666666666667,0
32,management,single,tertiary,0,151,1,0,unknown,6,may,1,0,1.9666666666666666,0
39,admin,single,secondary,0,113,1,0,unknown,6,may,1,0,5.7,0
40,blue-collar,married,secondary,0,0,1,0,unknown,6,may,1,0,3.75,0
38,technician,single,tertiary,0,9,1,0,unknown,6,may,3,0,3.0833333333333335,0
43,management,married,secondary,0,375,1,0,unknown,6,may,2,0,3.2666666666666666,0
39,services,married,secondary,0,1142,1,0,unknown,6,may,1,0,4.6,0
54,blue-collar,married,primary,0,2102,1,0,unknown,6,may,1,0,1.2666666666666666,0
38,technician,single,tertiary,0,4325,1,0,unknown,6,may,1,0,1.45,0
40,blue-collar,married,secondary,0,217,1,0,unknown,6,may,1,0,3.25,0
55,admin,married,secondary,0,131,1,0,unknown,6,may,1,0,12.4,0
42,management,married,tertiary,0,1680,1,0,unknown,6,may,1,0,12.75,0
39,blue-collar,married,secondary,0,0,1,0,unknown,6,may,1,0,4.366666666666666,0
40,blue-collar,married,primary,0,46,1,0,unknown,6,may,1,0,1.9833333333333334,0
32,blue-collar,married,secondary,0,320,1,0,unknown,6,may,2,0,3.3,0
55,admin,married,secondary,0,183,1,0,unknown,6,may,1,0,2.5,0
45,blue-collar,married,secondary,0,39,0,0,unknown,6,may,1,0,4.016666666666667,0
35,management,single,tertiary,0,560,1,0,unknown,6,may,1,0,3.0166666666666666,0
58,technician,divorced,secondary,0,469,0,0,unknown,6,may,1,0,3.2666666666666666,0
35,admin,married,secondary,0,530,1,0,unknown,6,may,1,0,2.4833333333333334,0
49,services,married,primary,0,61,1,0,unknown,6,may,1,0,4.1,0
34,technician,single,tertiary,0,242,1,0,unknown,6,may,1,0,1.8666666666666667,0
36,blue-collar,married,secondary,0,139,1,0,unknown,6,may,2,0,5.15,0
24,self-employed,single,secondary,0,0,1,0,unknown,6,may,1,0,4.633333333333334,0
34,technician,married,secondary,0,367,1,0,unknown,6,may,1,0,2.3333333333333335,0
51,admin,divorced,secondary,0,228,1,0,unknown,6,may,1,0,2.2666666666666666,0
32,services,single,secondary,0,310,1,0,unknown,6,may,1,0,2.4,0
50,technician,married,secondary,0,797,1,0,unknown,6,may,1,0,5.9,0
40,services,married,secondary,0,71,0,0,unknown,6,may,1,0,1.3166666666666667,0
37,management,married,tertiary,0,231,1,1,unknown,6,may,2,0,7.516666666666667,0
34,blue-collar,married,secondary,0,270,1,1,unknown,6,may,1,0,2.65,0
44,blue-collar,married,secondary,0,274,1,1,unknown,6,may,1,0,6.816666666666666,0
40,admin,single,secondary,0,-109,1,1,unknown,6,may,1,0,2.8333333333333335,0
37,technician,married,secondary,0,1,1,0,unknown,6,may,1,1,10.133333333333333,0
33,blue-collar,single,secondary,1,-60,0,0,unknown,6,may,1,0,4.05,0
35,blue-collar,married,secondary,0,89,1,0,unknown,6,may,2,0,2.4166666666666665,0
58,blue-collar,divorced,secondary,0,-11,0,0,unknown,6,may,1,0,1.8666666666666667,0
39,blue-collar,married,primary,0,0,1,0,unknown,6,may,2,0,4.366666666666666,0
43,blue-collar,married,secondary,0,-509,1,0,unknown,6,may,1,0,2.066666666666667,0
39,unemployed,married,primary,0,408,1,0,unknown,6,may,1,0,0.8833333333333333,0
36,services,single,primary,0,58,1,0,unknown,6,may,1,0,2.2333333333333334,0
57,retired,single,secondary,0,1640,0,1,unknown,6,may,4,0,3.4,0
36,admin,single,secondary,0,20,1,0,unknown,6,may,1,0,3.1,0
50,blue-collar,married,primary,0,71,1,0,unknown,6,may,1,0,11.3,0
55,blue-collar,married,secondary,0,52,1,0,unknown,6,may,1,0,3.033333333333333,0
44,self-employed,married,tertiary,0,292,1,0,unknown,6,may,1,0,2.7,0
44,services,divorced,secondary,0,424,1,0,unknown,6,may,1,0,0.45,0
39,housemaid,single,primary,0,109,1,0,unknown,6,may,3,0,11.65,0
39,blue-collar,married,secondary,0,983,1,0,unknown,6,may,1,0,1.6166666666666667,0
34,admin,married,secondary,0,869,0,0,unknown,6,may,1,1,27.95,0
40,blue-collar,married,primary,0,668,1,0,unknown,6,may,2,0,4.716666666666667,0
50,management,married,tertiary,0,964,1,0,unknown,6,may,1,0,5.383333333333334,0
31,management,single,secondary,0,301,1,0,unknown,6,may,1,0,1.3666666666666667,0
37,admin,single,secondary,0,140,1,0,unknown,6,may,1,0,5.166666666666667,0
39,management,single,secondary,0,1877,1,0,unknown,6,may,1,0,3.0833333333333335,0
51,blue-collar,married,primary,0,1127,1,0,unknown,6,may,1,0,0.7833333333333333,0
41,technician,married,secondary,0,871,1,0,unknown,6,may,1,0,2.4166666666666665,0
41,technician,married,secondary,0,767,1,1,unknown,6,may,1,0,3.4,0
43,blue-collar,married,secondary,0,0,0,0,unknown,6,may,1,0,3.1166666666666667,0
30,services,single,secondary,0,209,1,0,unknown,6,may,2,0,0.5,0
54,management,divorced,primary,0,0,0,0,unknown,6,may,1,0,7.866666666666666,0
43,blue-collar,divorced,secondary,0,110,1,1,unknown,6,may,1,0,7.466666666666667,0
59,management,divorced,tertiary,0,-76,1,1,unknown,6,may,1,0,4.4,0
40,blue-collar,married,primary,0,-66,1,0,unknown,6,may,1,0,4.8,0
32,technician,married,secondary,0,0,1,0,unknown,6,may,2,0,2.933333333333333,0
29,blue-collar,married,secondary,0,1,1,0,unknown,6,may,1,0,3.5833333333333335,0
36,blue-collar,married,secondary,0,0,1,0,unknown,6,may,1,0,5.616666666666666,0
55,unemployed,married,tertiary,0,5345,0,0,unknown,6,may,1,0,4.633333333333334,0
30,blue-collar,divorced,secondary,0,-209,1,0,unknown,6,may,2,0,3.1333333333333333,0
39,admin,single,secondary,0,0,1,0,unknown,6,may,2,0,2.9,0
39,blue-collar,divorced,secondary,0,42,1,0,unknown,6,may,2,0,3.7666666666666666,0
50,blue-collar,divorced,secondary,0,41,1,0,unknown,6,may,1,0,3.1666666666666665,0
44,blue-collar,married,secondary,0,-99,1,0,unknown,6,may,2,0,1.85,0
37,technician,single,secondary,0,17,1,0,unknown,6,may,1,0,2.7333333333333334,0
46,admin,married,primary,0,276,1,1,unknown,6,may,2,0,2.6166666666666667,0
37,management,single,tertiary,0,230,1,1,unknown,6,may,1,0,6.233333333333333,0
29,blue-collar,married,secondary,0,9,1,0,unknown,6,may,1,0,5.816666666666666,0
41,blue-collar,married,secondary,0,946,1,0,unknown,6,may,1,0,5.416666666666667,0
45,blue-collar,married,primary,0,1297,1,0,unknown,6,may,2,0,3.8833333333333333,0
57,retired,divorced,secondary,0,-331,1,0,unknown,6,may,1,0,8.85,0
48,blue-collar,single,secondary,0,44,1,0,unknown,6,may,1,0,2.55,0
60,retired,married,secondary,1,15,0,0,unknown,6,may,1,0,1.3333333333333333,0
26,admin,single,secondary,0,712,1,0,unknown,6,may,1,0,3.8666666666666667,0
58,retired,married,secondary,0,5435,1,0,unknown,6,may,1,0,1.9666666666666666,0
34,admin,married,secondary,0,507,1,0,unknown,6,may,1,0,3.1666666666666665,0
55,unemployed,divorced,secondary,0,387,1,0,unknown,6,may,1,1,15.3,0
41,blue-collar,married,primary,0,0,1,1,unknown,6,may,1,0,3.966666666666667,0
50,management,divorced,secondary,0,1716,1,0,unknown,6,may,1,0,1.3666666666666667,0
49,entrepreneur,married,secondary,0,167,1,1,unknown,6,may,3,0,3.3,0
44,blue-collar,married,primary,0,148,1,0,unknown,6,may,1,0,3.5166666666666666,0
31,technician,married,secondary,0,17,1,1,unknown,6,may,1,0,2.0,0
34,blue-collar,single,tertiary,0,1011,1,0,unknown,6,may,1,0,2.2666666666666666,0
42,management,married,tertiary,0,744,0,0,unknown,6,may,1,0,2.6166666666666667,0
52,admin,married,secondary,0,484,1,0,unknown,6,may,1,0,2.1333333333333333,0
29,management,single,tertiary,0,0,1,0,unknown,6,may,1,0,3.5166666666666666,0
53,retired,married,primary,0,136,1,0,unknown,6,may,2,0,4.45,0
43,blue-collar,married,secondary,0,1335,1,0,unknown,6,may,2,0,6.183333333333334,0
38,management,married,secondary,0,517,1,0,unknown,6,may,2,0,4.8,0
46,management,married,tertiary,0,459,1,0,unknown,6,may,1,0,3.683333333333333,0
30,admin,divorced,secondary,0,83,1,1,unknown,6,may,1,0,5.166666666666667,0
44,blue-collar,married,primary,0,213,0,0,unknown,6,may,1,0,2.6333333333333333,0
31,housemaid,married,primary,0,203,1,0,unknown,6,may,3,0,10.066666666666666,0
42,services,single,secondary,0,518,1,0,unknown,6,may,1,0,3.3,0
40,management,single,tertiary,0,3877,1,0,unknown,6,may,1,0,2.4166666666666665,0
52,admin,married,secondary,0,1236,1,0,unknown,6,may,1,0,4.116666666666666,0
45,blue-collar,divorced,secondary,0,756,1,0,unknown,6,may,2,0,2.9833333333333334,0
48,blue-collar,married,secondary,0,157,1,0,unknown,6,may,1,0,1.2166666666666666,0
45,blue-collar,married,primary,0,-66,1,0,unknown,6,may,2,0,4.383333333333334,0
34,blue-collar,married,primary,0,-144,1,0,unknown,6,may,2,0,1.3166666666666667,0
46,blue-collar,married,secondary,0,71,1,0,unknown,6,may,1,0,6.933333333333334,0
49,services,divorced,secondary,0,505,1,0,unknown,6,may,1,0,2.7,0
50,technician,married,primary,0,249,1,0,unknown,6,may,1,0,2.15,0
34,admin,single,secondary,0,0,1,0,unknown,6,may,1,0,2.5,0
40,unemployed,single,secondary,0,11,1,0,unknown,6,may,1,0,0.7166666666666667,0
36,admin,married,secondary,0,639,1,0,unknown,6,may,1,0,3.183333333333333,0
45,blue-collar,married,secondary,0,82,1,0,unknown,6,may,1,0,4.166666666666667,0
36,self-employed,married,tertiary,0,107,1,0,unknown,6,may,1,0,2.433333333333333,0
56,services,married,secondary,0,473,1,0,unknown,6,may,1,0,6.933333333333334,0
42,services,divorced,secondary,0,372,1,1,unknown,6,may,2,0,2.0166666666666666,0
30,admin,married,secondary,0,46,1,0,unknown,6,may,2,0,1.9,0
30,student,single,tertiary,0,34,1,0,unknown,6,may,1,0,4.816666666666666,0
33,blue-collar,married,secondary,0,-10,1,0,unknown,6,may,1,0,2.05,0
36,admin,married,secondary,0,-106,1,0,unknown,6,may,2,0,2.1666666666666665,0
39,services,divorced,primary,0,471,1,0,unknown,6,may,2,0,2.683333333333333,0
56,admin,divorced,secondary,0,778,1,0,unknown,6,may,2,0,2.4833333333333334,0
42,technician,married,secondary,0,315,1,0,unknown,6,may,2,0,4.316666666666666,0
52,blue-collar,married,secondary,0,3165,0,0,unknown,6,may,1,0,0.43333333333333335,0
36,admin,divorced,secondary,0,131,1,0,unknown,6,may,1,0,2.55,0
35,entrepreneur,married,secondary,1,204,1,0,unknown,6,may,2,0,7.066666666666666,0
47,technician,married,secondary,0,83,1,0,unknown,6,may,2,0,2.9833333333333334,0
59,services,divorced,secondary,0,0,1,1,unknown,6,may,1,0,1.6166666666666667,0
57,blue-collar,married,primary,0,5431,1,1,unknown,6,may,1,0,6.383333333333334,0
46,unemployed,married,secondary,0,-125,1,0,unknown,6,may,1,0,0.38333333333333336,0
34,blue-collar,married,secondary,0,0,0,0,unknown,6,may,1,0,3.25,0
28,services,single,secondary,0,5090,1,0,unknown,6,may,3,1,21.616666666666667,0
56,blue-collar,married,secondary,0,1602,1,0,unknown,6,may,1,0,7.116666666666666,0
41,blue-collar,single,primary,1,-137,1,1,unknown,6,may,1,0,3.15,0
54,services,married,secondary,0,193,0,0,unknown,6,may,1,0,2.9833333333333334,0
61,retired,married,secondary,0,195,1,1,unknown,6,may,1,0,2.9833333333333334,0
53,entrepreneur,married,secondary,0,288,0,0,unknown,6,may,1,0,1.15,0
47,technician,married,secondary,0,19,1,0,unknown,6,may,2,0,1.75,0
53,blue-collar,married,primary,0,25,1,0,unknown,6,may,3,0,4.433333333333334,0
46,services,married,secondary,0,216,1,0,unknown,6,may,2,0,8.733333333333333,0
39,blue-collar,divorced,primary,0,190,1,1,unknown,6,may,2,0,1.6,0
56,technician,divorced,secondary,0,99,1,0,unknown,6,may,2,0,2.5833333333333335,0
55,services,divorced,primary,0,2298,1,0,unknown,6,may,2,0,2.7,0
44,management,married,tertiary,0,17,1,0,unknown,6,may,2,0,5.866666666666666,0
37,technician,married,primary,0,0,1,0,unknown,6,may,4,0,1.2666666666666666,0
35,blue-collar,married,primary,0,0,1,0,unknown,6,may,2,0,2.566666666666667,0
55,blue-collar,married,secondary,0,840,1,0,unknown,6,may,2,0,5.166666666666667,0
37,services,married,secondary,0,358,1,0,unknown,6,may,3,0,6.5,0
30,technician,single,secondary,0,0,1,0,unknown,6,may,1,0,6.15,0
37,blue-collar,married,primary,0,-325,1,1,unknown,6,may,2,0,1.8666666666666667,0
36,technician,single,secondary,0,-15,1,0,unknown,6,may,3,0,5.683333333333334,0
38,technician,married,secondary,0,581,1,0,unknown,6,may,1,0,1.3166666666666667,0
41,admin,divorced,primary,0,4070,1,0,unknown,6,may,2,0,2.3333333333333335,0
48,retired,married,secondary,0,74,0,1,unknown,6,may,1,0,5.25,0
55,services,divorced,secondary,0,141,1,0,unknown,6,may,2,0,4.366666666666666,0
28,services,divorced,secondary,0,89,0,0,unknown,6,may,2,0,2.9,0
54,services,married,secondary,1,0,1,0,unknown,6,may,3,0,2.3,0
30,blue-collar,married,secondary,0,450,0,0,unknown,6,may,2,0,8.766666666666667,0
48,technician,married,tertiary,0,310,0,0,unknown,6,may,1,0,2.25,0
31,self-employed,married,secondary,0,0,1,0,unknown,6,may,5,0,0.6,0
38,blue-collar,married,secondary,0,384,1,0,unknown,6,may,3,0,31.766666666666666,0
37,blue-collar,married,secondary,0,395,1,0,unknown,6,may,2,0,3.65,0
56,blue-collar,married,primary,0,5,1,1,unknown,6,may,2,0,6.783333333333333,0
51,blue-collar,married,secondary,0,50,1,1,unknown,6,may,1,0,2.0166666666666666,0
39,blue-collar,married,secondary,0,285,1,1,unknown,6,may,1,0,3.4833333333333334,0
51,blue-collar,married,primary,0,653,1,1,unknown,6,may,1,0,3.466666666666667,0
43,self-employed,married,secondary,0,918,1,0,unknown,6,may,1,0,3.216666666666667,0
32,services,married,secondary,0,243,1,1,unknown,6,may,1,0,2.4,0
29,technician,single,tertiary,0,405,1,0,unknown,6,may,1,0,1.0833333333333333,0
48,management,divorced,tertiary,0,1328,1,0,unknown,6,may,1,0,5.65,0
55,services,married,primary,0,255,1,0,unknown,6,may,1,0,4.75,0
53,blue-collar,married,secondary,0,3397,1,0,unknown,6,may,1,0,3.85,0
39,management,married,tertiary,0,2877,1,0,unknown,6,may,1,0,4.633333333333334,0
31,blue-collar,single,tertiary,0,60,1,1,unknown,6,may,1,0,6.483333333333333,0
39,blue-collar,married,primary,0,2226,1,0,unknown,6,may,1,0,2.6333333333333333,0
40,blue-collar,married,primary,0,2880,1,0,unknown,6,may,2,0,2.4166666666666665,0
48,technician,married,secondary,0,147,0,0,unknown,6,may,3,0,2.3666666666666667,0
33,technician,divorced,secondary,0,7,1,1,unknown,6,may,1,0,1.45,0
40,technician,married,secondary,0,109,1,0,unknown,6,may,2,0,2.45,0
59,retired,married,primary,0,-119,1,0,unknown,6,may,1,0,4.816666666666666,0
30,technician,married,secondary,0,484,1,0,unknown,6,may,1,1,11.716666666666667,0
31,management,single,tertiary,0,1852,1,0,unknown,6,may,3,0,2.8333333333333335,0
35,unemployed,married,secondary,0,533,1,0,unknown,6,may,1,0,13.366666666666667,0
54,technician,divorced,secondary,0,21,1,0,unknown,6,may,2,0,6.35,0
32,technician,married,secondary,0,90,1,1,unknown,6,may,2,0,0.95,0
32,admin,single,tertiary,0,395,1,0,unknown,6,may,3,0,4.016666666666667,0
42,blue-collar,married,primary,0,15,1,0,unknown,6,may,1,0,3.8333333333333335,0
33,services,married,tertiary,0,85,0,0,unknown,6,may,3,0,4.366666666666666,0
52,entrepreneur,married,tertiary,0,-184,1,1,unknown,6,may,2,0,6.533333333333333,0
52,services,married,secondary,0,660,0,0,unknown,6,may,2,0,3.35,0
52,blue-collar,divorced,primary,1,-183,1,0,unknown,6,may,1,0,2.4166666666666665,0
30,unemployed,divorced,secondary,0,1144,1,0,unknown,6,may,1,0,4.2,0
44,services,divorced,secondary,0,1,1,0,unknown,6,may,4,0,3.9166666666666665,0
35,admin,married,secondary,0,69,1,1,unknown,6,may,2,0,3.9166666666666665,0
55,management,single,secondary,0,220,1,0,unknown,6,may,2,0,5.466666666666667,0
33,blue-collar,married,primary,0,332,1,0,unknown,6,may,2,0,1.9333333333333333,0
37,blue-collar,single,secondary,0,240,1,0,unknown,6,may,1,0,4.1,0
42,technician,single,secondary,0,0,1,0,unknown,6,may,1,0,4.883333333333334,0
43,unemployed,married,secondary,0,0,1,0,unknown,6,may,2,0,0.6166666666666667,0
38,entrepreneur,married,tertiary,0,898,1,0,unknown,6,may,2,0,2.2,0
37,technician,married,secondary,0,123,1,1,unknown,6,may,2,0,8.833333333333334,0
31,student,single,secondary,0,252,1,0,unknown,6,may,3,0,2.9166666666666665,1
41,management,married,tertiary,0,65,1,0,unknown,6,may,2,0,8.733333333333333,0
41,technician,married,secondary,0,-366,1,1,unknown,6,may,3,0,0.48333333333333334,0
29,student,single,secondary,0,209,1,0,unknown,6,may,2,0,5.183333333333334,1
38,admin,single,secondary,0,221,1,0,unknown,6,may,2,0,3.5166666666666666,0
44,self-employed,divorced,tertiary,0,4,1,0,unknown,6,may,3,0,5.2,0
39,admin,married,secondary,0,104,1,0,unknown,6,may,1,0,6.866666666666666,0
28,technician,single,secondary,0,312,1,0,unknown,6,may,1,0,6.533333333333333,0
33,blue-collar,married,secondary,0,-349,1,0,unknown,6,may,1,0,3.183333333333333,0
40,blue-collar,married,primary,0,-322,1,1,unknown,6,may,1,0,2.4,0
29,admin,married,secondary,0,-150,1,0,unknown,6,may,1,0,5.466666666666667,0
32,admin,married,tertiary,0,281,1,0,unknown,6,may,1,0,3.7666666666666666,0
45,services,married,secondary,0,1259,1,0,unknown,6,may,1,0,8.45,0
33,admin,single,secondary,0,101,1,0,unknown,6,may,1,0,6.533333333333333,0
34,blue-collar,married,secondary,0,848,1,0,unknown,6,may,2,0,11.4,0
41,blue-collar,married,secondary,0,140,1,0,unknown,6,may,3,0,5.183333333333334,0
35,admin,single,secondary,0,148,1,0,unknown,6,may,2,0,2.1333333333333333,0
40,technician,single,secondary,0,200,1,0,unknown,6,may,2,0,5.366666666666666,0
60,self-employed,married,primary,0,46,1,0,unknown,6,may,4,0,3.3666666666666667,0
47,services,divorced,secondary,0,201,1,0,unknown,6,may,2,0,1.5333333333333334,0
46,blue-collar,married,primary,0,530,1,0,unknown,6,may,3,0,12.316666666666666,0
31,blue-collar,single,secondary,0,0,1,0,unknown,6,may,2,0,4.55,0
49,self-employed,married,secondary,0,1,1,0,unknown,6,may,3,0,4.333333333333333,0
29,blue-collar,married,secondary,0,43,1,0,unknown,6,may,2,0,4.466666666666667,0
