,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,duration_in_minutes,kmeans_label,tsne_x,tsne_y,tsne_z,y,index
31134,51,technician,married,secondary,0,117,0,0,cellular,18,feb,2,7.366667,0,-8.466254,-10.503101,-0.90562546,1,31134
31136,28,student,single,secondary,0,0,0,0,cellular,18,feb,20,3.4833333,0,-11.866915,1.3470806,-3.1638181,1,31136
22679,43,technician,married,secondary,0,136,0,0,cellular,25,aug,7,6.05,0,-6.5540466,-11.774134,-0.31739163,1,22679
39895,49,technician,married,tertiary,0,523,1,0,cellular,2,jun,1,11.866667,0,-1.6492134,9.614016,-6.222859,1,39895
28935,45,unemployed,married,secondary,0,2040,0,0,telephone,2,feb,1,13.383333,0,10.219568,8.088783,-5.8178487,1,28935
16864,28,technician,single,tertiary,0,1628,1,0,cellular,25,jul,2,23.7,0,7.852531,9.57357,4.9333863,1,16864
17697,33,blue-collar,married,secondary,0,0,0,0,cellular,29,jul,6,7.5666666,0,-11.058897,2.7336755,-3.7337854,1,17697
35746,49,management,married,tertiary,0,1311,1,0,cellular,8,may,1,13.55,0,4.8970795,0.9643041,12.942682,1,35746
35278,30,services,single,secondary,0,-271,1,0,cellular,7,may,1,10.15,0,-24.312136,0.9192959,-2.7304285,1,35278
37667,31,self-employed,single,tertiary,0,17924,1,0,cellular,14,may,1,12.416667,2,22.1312,2.043933,-8.149612,1,37667
19134,38,technician,married,tertiary,0,202,0,0,cellular,5,aug,2,21.85,0,-1.3898693,-6.300642,2.4691641,1,19134
33722,39,admin,married,tertiary,0,1108,0,0,cellular,21,apr,1,3.4,0,4.4261913,-8.506946,9.83857,1,33722
8889,35,admin,divorced,secondary,0,437,1,0,unknown,4,jun,1,15.133333,0,-1.3407874,13.409246,0.07645253,1,8889
37117,33,technician,married,secondary,0,221,1,0,cellular,13,may,1,11.15,0,-1.8726852,-4.2229347,3.5355775,1,37117
28661,27,management,single,primary,1,13,0,0,cellular,30,jan,3,7.9166665,0,-12.000305,0.28220546,-2.1812475,1,28661
5976,30,admin,married,secondary,0,1265,1,1,unknown,26,may,2,6.9,0,4.8974075,-1.4999764,12.825038,1,5976
33872,52,unemployed,married,secondary,0,94,0,0,cellular,30,apr,1,4.0666666,0,-10.793955,-9.2071,-1.4314858,1,33872
31055,85,retired,married,primary,0,12114,0,0,telephone,12,feb,2,2.75,1,21.143751,1.3260698,-6.431398,1,31055
24622,53,retired,married,tertiary,0,2269,0,0,cellular,17,nov,2,18.183332,0,10.618813,4.49552,-9.465049,1,24622
17193,31,management,married,tertiary,0,0,1,1,cellular,28,jul,8,11.066667,0,-11.591394,2.4035947,-3.859593,1,17193
36601,58,entrepreneur,married,secondary,0,670,1,0,cellular,12,may,1,21.2,0,-0.18608987,-0.44691047,-10.211541,1,36601
3500,29,management,married,tertiary,0,10576,0,0,unknown,15,may,2,20.4,1,20.769129,1.7874515,-5.3072686,1,3500
35820,36,management,married,tertiary,0,0,1,0,cellular,8,may,3,5.133333,0,-12.517307,4.8565516,0.28207064,1,35820
19018,53,blue-collar,married,secondary,0,-8,0,0,cellular,5,aug,1,13.233334,0,-13.647627,8.173566,-1.8010565,1,19018
38491,48,blue-collar,married,secondary,0,480,1,0,cellular,15,may,1,13.833333,0,-1.7029462,12.2154665,-3.3796155,1,38491
13541,39,services,divorced,secondary,0,687,1,0,cellular,9,jul,1,14.483334,0,-1.1072019,-2.04154,-9.489478,1,13541
39093,25,services,single,secondary,0,1119,1,0,cellular,18,may,1,17.716667,0,4.4412737,-7.9494963,10.130611,1,39093
31149,71,retired,married,tertiary,0,653,0,0,telephone,26,feb,1,6.116667,0,0.30497923,-0.12094273,-10.506443,1,31149
34335,39,management,single,tertiary,0,2454,1,0,cellular,4,may,3,11.933333,0,11.02522,0.45885232,-10.925244,1,34335
7191,45,unemployed,divorced,secondary,0,3354,1,0,unknown,29,may,1,12.433333,1,14.836933,-9.09213,-1.2207662,1,7191
31656,36,self-employed,married,secondary,0,1184,1,0,cellular,6,apr,1,17.716667,0,4.224204,-5.406919,11.716795,1,31656
12089,53,admin,married,secondary,0,3765,0,0,unknown,20,jun,3,18.233334,1,15.596672,-8.026116,4.543419,1,12089
33720,45,unknown,divorced,unknown,0,0,0,0,cellular,21,apr,3,4.633333,0,-11.143732,5.5953336,-2.7144198,1,33720
39849,37,admin,married,secondary,0,597,0,0,cellular,2,jun,1,6.5833335,0,-1.1847373,4.6184535,-9.171524,1,39849
19894,31,management,single,tertiary,0,165,0,1,cellular,8,aug,2,8.716666,0,-3.774382,-9.780953,2.0331645,1,19894
33917,49,admin,married,secondary,0,3608,1,0,cellular,30,apr,1,4.2,1,15.380343,-8.739761,2.6576235,1,33917
21244,36,management,single,tertiary,0,2944,0,0,cellular,18,aug,8,14.7,0,13.428041,-7.1325173,-7.0921063,1,21244
24134,49,management,married,secondary,0,249,0,0,telephone,6,nov,1,3.9,0,-0.90637714,-0.9643679,4.147326,1,24134
8383,32,technician,single,secondary,0,1279,1,0,unknown,3,jun,3,19.55,0,4.546215,-0.6077365,13.0213995,1,8383
39881,50,technician,married,secondary,0,3370,0,0,cellular,2,jun,2,2.6666667,1,14.879265,-9.106896,-0.95425177,1,39881
30414,53,management,married,tertiary,0,1624,0,0,cellular,5,feb,3,2.6333334,0,8.696037,9.37113,5.2137184,1,30414
9123,38,services,divorced,secondary,0,61,0,0,unknown,5,jun,1,10.6,0,-12.718885,-6.088205,0.7730858,1,9123
39818,30,self-employed,single,tertiary,0,3343,0,0,cellular,1,jun,1,3.9166667,1,14.797654,-9.05427,-1.4021416,1,39818
15108,31,blue-collar,divorced,secondary,0,-277,1,0,telephone,17,jul,2,16.8,0,-24.373978,0.802881,-2.7472644,1,15108
26826,31,unemployed,married,secondary,0,314,1,0,cellular,20,nov,3,22.35,0,-2.9912696,5.438244,6.1384983,1,26826
20236,33,management,single,tertiary,0,0,0,0,cellular,11,aug,7,11.65,0,-13.242098,3.7388482,-0.60009205,1,20236
34234,60,technician,married,secondary,0,316,0,0,cellular,4,may,2,9.083333,0,-3.2935615,4.8036866,8.631511,1,34234
12758,37,self-employed,married,secondary,0,1633,0,0,cellular,7,jul,2,10.483334,0,8.363365,9.394868,4.780282,1,12758
29515,41,blue-collar,married,primary,0,201,1,0,cellular,3,feb,1,2.6166666,0,-2.4803307,-5.738525,2.1370983,1,29515
11335,32,management,married,tertiary,0,607,1,0,unknown,18,jun,5,17.666666,0,-0.7661659,4.2412124,-10.037524,1,11335
35113,40,management,married,tertiary,0,1598,1,1,cellular,6,may,4,17.9,0,8.120482,8.934373,6.026894,1,35113
24771,31,admin,single,secondary,0,19,1,0,cellular,18,nov,1,32.966667,0,-14.350288,0.092987075,-0.4547577,1,24771
33460,33,management,single,tertiary,0,6807,0,0,cellular,20,apr,1,2.7166667,1,19.148403,3.8102782,0.7647523,1,33460
21876,44,self-employed,married,tertiary,0,1196,0,0,cellular,20,aug,5,9.2,0,4.282568,-5.019408,12.068363,1,21876
39792,54,management,married,tertiary,0,534,0,0,cellular,1,jun,2,2.95,0,-1.6839039,8.998751,-6.845394,1,39792
9049,58,entrepreneur,married,tertiary,0,853,0,0,unknown,5,jun,2,19.15,0,2.8802338,-11.251955,-4.28325,1,9049
24271,44,technician,divorced,secondary,0,275,0,0,cellular,17,nov,1,17.95,0,-2.1953385,1.0083158,6.309765,1,24271
38869,33,admin,single,secondary,0,1277,1,0,cellular,18,may,1,13.783334,0,4.7527795,-0.82395405,12.947783,1,38869
21627,57,admin,married,secondary,0,2120,0,0,cellular,19,aug,4,11.45,0,10.366247,7.022617,-7.233161,1,21627
7851,46,management,single,tertiary,0,2904,1,0,unknown,30,may,2,16.4,0,13.254476,-6.7841554,-7.611594,1,7851
31080,44,admin,divorced,secondary,0,397,1,1,cellular,16,feb,1,2.1166666,0,-2.86918,12.140884,3.2512734,1,31080
34466,36,blue-collar,married,primary,0,378,1,0,cellular,5,may,1,20.666666,0,-2.7149894,11.813771,5.354587,1,34466
16996,39,housemaid,married,secondary,0,1444,0,0,telephone,25,jul,8,6.0333333,0,6.898866,5.804162,10.364029,1,16996
31226,44,technician,single,secondary,0,250,0,0,telephone,2,mar,2,6.366667,0,-1.4069465,-0.88866025,3.954357,1,31226
38712,56,blue-collar,married,primary,0,827,1,0,telephone,15,may,4,7.7,0,2.3283453,-10.250936,-5.41169,1,38712
34225,36,admin,married,tertiary,0,3221,0,0,cellular,4,may,11,5.366667,0,14.4348755,-8.726938,-3.2593148,1,34225
2377,38,management,married,tertiary,0,119,1,0,unknown,13,may,4,9.466666,0,-8.621636,-11.329778,0.5661869,1,2377
17780,41,blue-collar,married,secondary,0,-190,0,1,cellular,29,jul,3,13.466666,0,-22.99305,2.73037,-2.6039386,1,17780
14560,45,admin,married,secondary,0,0,0,1,telephone,15,jul,3,8.883333,0,-12.070872,6.022925,-2.2006726,1,14560
18516,44,technician,married,primary,0,755,0,1,cellular,31,jul,4,13.816667,0,0.68483377,-6.6054945,-8.296878,1,18516
37107,39,blue-collar,married,secondary,0,462,1,0,cellular,13,may,1,9.833333,0,-1.2500594,12.72819,-2.014346,1,37107
15966,36,management,divorced,tertiary,0,81,0,1,cellular,22,jul,1,9.333333,0,-12.359134,-8.678042,-0.3984165,1,15966
34374,36,services,single,secondary,0,1227,1,1,cellular,4,may,5,12.916667,0,4.162658,-3.390626,12.352127,1,34374
37663,49,management,married,tertiary,0,85,1,0,cellular,14,may,5,9.833333,0,-11.082283,-8.395492,-0.6171572,1,37663
9040,59,retired,divorced,primary,0,-88,1,0,unknown,5,jun,2,15.166667,0,-20.70819,4.9530845,-2.189543,1,9040
28309,48,self-employed,married,tertiary,0,0,0,0,cellular,29,jan,3,20.816668,0,-12.022477,5.5601954,-4.760248,1,28309
24059,30,blue-collar,married,secondary,0,1664,1,0,telephone,20,oct,1,33.6,0,8.458376,9.863208,3.68279,1,24059
34186,36,technician,single,secondary,0,1228,1,0,cellular,4,may,3,5.05,0,4.1756043,-3.3360271,12.310875,1,34186
32922,29,technician,single,secondary,0,674,0,0,cellular,17,apr,5,2.8333333,0,-1.755818,-1.2358098,-10.153324,1,32922
27715,23,unemployed,single,primary,0,1003,0,0,telephone,27,nov,1,0.13333334,0,5.2853236,-11.358495,5.322963,1,27715
15522,31,blue-collar,divorced,secondary,0,0,1,1,cellular,18,jul,4,15.216666,0,-13.548197,2.9633396,-2.010245,1,15522
30806,34,management,married,tertiary,0,0,0,0,cellular,6,feb,3,13.116667,0,-13.829586,4.619374,0.26616856,1,30806
4402,36,blue-collar,married,secondary,0,4438,1,0,unknown,20,may,1,7.4333334,1,16.331966,-3.341998,8.550367,1,4402
9209,38,admin,single,secondary,0,3239,0,0,unknown,5,jun,2,13.616667,0,14.493069,-8.797313,-2.9935539,1,9209
33086,52,technician,married,secondary,0,386,0,0,cellular,20,apr,1,7.3,0,-3.6817613,11.376835,3.865781,1,33086
11590,52,retired,divorced,tertiary,0,-309,1,0,unknown,19,jun,2,8.333333,0,-24.75182,0.08394517,-2.822484,1,11590
35814,47,blue-collar,divorced,primary,0,603,1,1,cellular,8,may,1,18.0,0,-1.5056672,4.6153283,-9.504239,1,35814
14938,42,services,married,secondary,0,3465,1,1,cellular,16,jul,2,17.316668,1,15.112346,-9.082954,0.57521564,1,14938
17709,58,retired,divorced,secondary,0,1080,1,0,cellular,29,jul,2,17.633333,0,4.4603353,-9.828216,9.309445,1,17709
15017,26,blue-collar,married,secondary,0,-11,1,1,cellular,17,jul,3,19.166666,0,-15.570589,3.0898726,-1.7570878,1,15017
31572,26,blue-collar,single,secondary,0,5005,0,1,cellular,3,apr,1,1.95,1,17.119463,0.53418756,8.085887,1,31572
4090,41,admin,single,secondary,0,1020,1,0,unknown,19,may,1,14.7,0,4.708022,-11.174091,6.2546544,1,4090
9148,29,self-employed,married,secondary,0,425,1,0,unknown,5,jun,15,9.366667,0,-1.2223104,13.5031805,1.3409654,1,9148
20823,52,technician,divorced,secondary,0,152,0,0,cellular,13,aug,6,6.733333,0,-4.978895,-10.359004,-0.38292426,1,20823
7464,34,blue-collar,married,primary,0,1031,1,0,unknown,29,may,3,12.516666,0,4.86448,-10.870233,6.821444,1,7464
7379,45,blue-collar,divorced,primary,0,594,1,0,unknown,29,may,2,13.883333,0,-1.0456032,5.561658,-9.79736,1,7379
30324,26,entrepreneur,single,tertiary,0,725,0,0,cellular,5,feb,2,31.933332,0,-0.9074753,-4.6389093,-8.22588,1,30324
36559,38,housemaid,single,primary,0,199,1,0,cellular,12,may,1,20.05,0,-1.6346298,-6.552801,2.5637572,1,36559
19201,57,retired,divorced,tertiary,0,734,0,0,cellular,6,aug,4,22.616667,0,0.5677602,-4.96118,-8.379173,1,19201
35414,60,blue-collar,married,unknown,0,2090,1,0,cellular,7,may,2,15.95,0,10.316337,7.414441,-6.7456684,1,35414
2474,23,entrepreneur,single,primary,0,4,1,0,unknown,13,may,2,6.5833335,0,-12.807115,2.6826472,0.6666356,1,2474
31193,28,technician,single,secondary,0,1363,0,0,cellular,27,feb,1,1.3166667,0,6.2046237,2.9957054,11.994458,1,31193
31396,40,management,married,tertiary,0,0,1,0,cellular,25,mar,2,8.433333,0,-11.045236,4.245211,-3.3435338,1,31396
38921,24,blue-collar,single,secondary,0,174,1,1,cellular,18,may,1,8.116667,0,-2.7883549,-9.557956,2.6395826,1,38921
30644,37,technician,single,tertiary,0,6101,0,0,cellular,6,feb,1,2.35,1,18.601095,3.7968638,3.0938478,1,30644
31106,62,retired,married,unknown,0,800,0,0,cellular,17,feb,1,12.283334,0,1.9383228,-9.252552,-6.7701826,1,31106
32471,40,services,divorced,primary,0,471,1,0,cellular,16,apr,1,19.266666,0,-1.2332896,12.592379,-2.7093,1,32471
34075,54,technician,divorced,secondary,0,2156,1,0,cellular,30,apr,1,4.3,0,10.405881,6.5354877,-7.7900653,1,34075
18072,44,housemaid,married,primary,0,-156,0,1,cellular,30,jul,2,20.183332,0,-22.371084,3.5317771,-2.3885794,1,18072
32424,54,technician,married,secondary,0,3994,0,1,cellular,16,apr,2,4.983333,1,15.835521,-6.616133,6.5753665,1,32424
24096,39,admin,married,secondary,0,1757,0,0,telephone,28,oct,1,2.0833333,0,9.230715,10.32219,0.73195386,1,24096
34089,25,student,single,secondary,0,1608,0,0,cellular,30,apr,2,11.066667,0,7.620514,9.38847,5.601341,1,34089
3519,41,blue-collar,married,primary,0,2453,1,0,unknown,15,may,1,17.533333,0,11.022986,0.4788176,-10.920724,1,3519
32146,62,blue-collar,married,secondary,0,180,0,0,cellular,15,apr,2,6.483333,0,-3.659538,-7.3364663,1.2766159,1,32146
3571,32,services,single,secondary,0,772,1,0,unknown,15,may,3,11.616667,0,0.79317516,-7.328017,-7.3012786,1,3571
10557,36,blue-collar,divorced,secondary,0,638,1,0,unknown,16,jun,2,23.25,0,-1.2012694,2.0033064,-10.536241,1,10557
4326,30,technician,single,tertiary,0,880,1,1,unknown,19,may,6,16.116667,0,3.9716728,-11.240348,-2.2063527,1,4326
26872,33,services,married,secondary,0,2918,0,1,cellular,20,nov,2,17.65,0,13.317015,-6.9110875,-7.4265866,1,26872
5057,32,technician,single,tertiary,0,4665,1,0,unknown,21,may,2,14.333333,1,16.621958,-1.7235603,8.70217,1,5057
19489,47,admin,married,secondary,0,3070,0,0,cellular,7,aug,4,11.05,0,13.9336,-8.035387,-5.370134,1,19489
10053,41,admin,single,secondary,0,812,0,1,unknown,11,jun,4,9.716666,0,1.9389775,-9.211253,-5.8465767,1,10053
32035,34,management,single,tertiary,0,2646,0,0,cellular,14,apr,1,2.3666666,0,11.953699,-3.3815389,-10.424251,1,32035
33692,35,management,single,tertiary,0,1750,1,0,cellular,21,apr,3,5.55,0,9.180659,10.258158,0.9267351,1,33692
4634,31,admin,single,secondary,0,431,1,1,unknown,20,may,1,17.416666,0,-1.4178082,13.200343,0.4942041,1,4634
7666,40,services,married,primary,0,1082,1,0,unknown,30,may,2,14.233334,0,4.6942596,-9.4912615,9.08167,1,7666
37106,38,blue-collar,married,primary,0,1852,1,0,cellular,13,may,1,10.1,0,9.710542,9.909375,-1.8490734,1,37106
38311,23,blue-collar,single,secondary,0,780,1,0,cellular,15,may,1,6.9333334,0,0.8133601,-7.692618,-6.899841,1,38311
29291,30,self-employed,single,tertiary,0,432,1,0,cellular,2,feb,1,6.7,0,-1.1549462,13.453349,0.7495952,1,29291
33721,29,blue-collar,single,secondary,0,2,1,1,cellular,21,apr,5,6.3166666,0,-11.418691,2.3586977,-2.0461135,1,33721
34085,35,services,married,unknown,0,618,0,0,cellular,30,apr,1,15.85,0,-0.8372438,3.5710688,-10.685688,1,34085
39937,38,blue-collar,married,secondary,0,2467,0,0,cellular,2,jun,1,3.2,0,11.071281,0.19954115,-10.963906,1,39937
19969,49,services,married,secondary,0,823,0,0,cellular,8,aug,4,13.0,0,2.2423933,-9.935438,-5.487643,1,19969
694,36,technician,married,secondary,0,368,1,1,unknown,6,may,2,26.616667,0,-2.91518,11.489683,5.828326,1,694
31327,49,technician,divorced,tertiary,0,1807,1,0,cellular,12,mar,1,3.8166666,0,9.664454,10.278182,-0.6975583,1,31327
20498,36,unemployed,divorced,secondary,0,871,0,0,cellular,12,aug,3,6.6,0,3.536265,-11.153429,-2.611034,1,20498
21176,50,management,single,tertiary,0,1200,0,0,cellular,14,aug,3,15.066667,0,4.2388897,-4.784133,12.20916,1,21176
15510,28,blue-collar,married,secondary,0,173,0,0,cellular,18,jul,7,9.8,0,-2.836214,-9.526594,2.4844034,1,15510
33953,30,management,single,tertiary,0,398,0,0,cellular,30,apr,1,9.233334,0,-1.9534829,11.452776,3.1027813,1,33953
28284,32,blue-collar,married,primary,0,634,0,0,cellular,29,jan,1,11.6,0,-0.8642189,2.5866609,-10.759869,1,28284
29327,48,blue-collar,single,primary,0,623,1,0,cellular,2,feb,2,23.75,0,-1.9080878,3.1988618,-9.774186,1,29327
24926,49,management,married,tertiary,0,1050,1,0,cellular,18,nov,1,15.4,0,4.5419345,-10.469572,7.762987,1,24926
37681,35,services,married,secondary,0,341,1,0,cellular,14,may,1,5.75,0,-3.0471082,8.114136,6.7463903,1,37681
12650,29,services,single,primary,0,339,0,0,unknown,4,jul,3,26.266666,0,-2.7445621,7.7539654,7.696447,1,12650
35200,31,services,divorced,primary,0,459,1,0,cellular,7,may,1,10.383333,0,-1.020109,12.696965,-1.5711503,1,35200
16811,28,services,single,secondary,0,340,1,0,cellular,24,jul,2,13.683333,0,-2.5156686,8.04667,6.3171043,1,16811
15720,40,blue-collar,married,primary,0,0,1,0,cellular,21,jul,4,18.0,0,-13.400342,4.6300225,-3.2930098,1,15720
28190,32,services,single,secondary,0,486,0,0,cellular,29,jan,1,19.683332,0,-0.29958528,12.221484,-4.057776,1,28190
16641,28,admin,single,secondary,0,2,1,0,cellular,24,jul,1,7.5666666,0,-11.1304035,2.1944988,-2.4200437,1,16641
24495,41,management,married,primary,0,5310,1,0,cellular,17,nov,1,16.4,1,17.599745,2.1137052,6.843054,1,24495
39098,34,management,single,unknown,0,6013,1,0,cellular,18,may,1,10.2,1,18.520819,3.7626438,3.4342642,1,39098
33100,32,entrepreneur,married,secondary,0,-242,1,0,cellular,20,apr,3,20.033333,0,-23.921352,1.5991211,-2.6614635,1,33100
31264,53,management,married,secondary,0,2693,0,0,cellular,5,mar,1,1.5,0,12.207587,-4.186894,-10.04322,1,31264
20567,46,self-employed,married,secondary,0,548,0,0,cellular,12,aug,4,19.683332,0,-1.1618253,8.302766,-7.7828126,1,20567
22354,41,technician,married,secondary,0,965,0,0,cellular,22,aug,10,5.6,0,4.662179,-12.090021,3.2144358,1,22354
39214,32,technician,single,tertiary,0,2684,1,0,cellular,18,may,2,9.033334,0,12.158436,-4.0286865,-10.118845,1,39214
19377,46,blue-collar,married,primary,0,874,0,0,cellular,6,aug,1,16.6,0,3.4693756,-11.667487,-2.6858127,1,19377
17130,39,technician,married,secondary,0,10685,1,0,cellular,25,jul,9,22.816668,1,20.797447,1.7436785,-5.398469,1,17130
32736,35,management,single,tertiary,0,397,1,0,cellular,17,apr,1,9.9,0,-2.1619704,12.1531,3.3204885,1,32736
33911,29,management,single,tertiary,0,697,0,0,cellular,30,apr,1,6.0833335,0,-1.3350326,-3.2992105,-10.192353,1,33911
20360,51,blue-collar,married,primary,0,541,0,0,cellular,11,aug,3,11.05,0,-1.3233466,8.661046,-7.504457,1,20360
32199,32,blue-collar,married,secondary,1,-53,1,0,cellular,16,apr,1,10.8,0,-19.149267,5.1095214,-1.7562838,1,32199
13155,28,services,married,secondary,0,510,1,1,cellular,8,jul,2,29.45,0,-0.80404085,10.048252,-5.09465,1,13155
2483,60,blue-collar,married,primary,0,1262,1,1,unknown,13,may,1,16.916666,0,4.027846,-1.6891263,13.272489,1,2483
33746,30,services,married,tertiary,0,81,0,0,cellular,22,apr,1,2.4166667,0,-12.731511,-8.747904,-0.24844785,1,33746
14643,51,services,divorced,secondary,0,65,0,1,cellular,15,jul,1,14.683333,0,-11.844426,-6.5236974,-0.79304796,1,14643
4042,37,management,single,secondary,0,792,1,0,unknown,16,may,4,19.783333,0,1.5374728,-8.277054,-6.689989,1,4042
31914,29,admin,married,tertiary,0,332,0,0,cellular,9,apr,1,2.9833333,0,-2.9347239,7.472708,7.04573,1,31914
13083,27,technician,single,secondary,1,0,0,1,cellular,8,jul,1,12.2,0,-13.775308,3.428654,0.61748874,1,13083
28931,40,technician,single,tertiary,0,1646,1,0,cellular,2,feb,1,3.5833333,0,8.533519,9.582342,4.3628893,1,28931
19178,46,technician,married,secondary,0,940,0,0,cellular,5,aug,2,20.45,0,3.9556477,-12.178357,1.6585883,1,19178
31239,29,technician,single,secondary,0,316,1,0,cellular,3,mar,1,2.6,0,-4.40232,4.8799343,6.430094,1,31239
31738,25,admin,single,secondary,0,82,0,1,cellular,7,apr,2,1.7333333,0,-12.520318,-8.496873,1.2706522,1,31738
16885,53,blue-collar,married,primary,0,343,1,0,cellular,25,jul,5,10.266666,0,-4.2405057,8.601954,6.0709195,1,16885
31425,27,student,single,secondary,0,213,0,0,cellular,27,mar,1,6.3,0,-2.249144,-5.016882,4.405798,1,31425
33759,31,admin,single,tertiary,0,676,1,0,cellular,22,apr,2,2.0666666,0,-1.7198032,-1.3618585,-10.347491,1,33759
15352,31,technician,married,secondary,1,-367,1,0,cellular,18,jul,2,7.9,0,-25.382015,-1.1492807,-2.951282,1,15352
37055,36,blue-collar,single,secondary,0,478,1,0,cellular,13,may,1,10.166667,0,-1.0025134,12.009727,-3.0943556,1,37055
22742,59,blue-collar,married,primary,0,-546,0,0,cellular,25,aug,6,19.2,0,-26.71903,-3.6544676,-3.394465,1,22742
34296,38,management,divorced,tertiary,0,6368,1,0,cellular,4,may,4,15.366667,1,18.819729,3.84158,2.1607108,1,34296
13272,56,blue-collar,single,secondary,0,663,0,1,cellular,8,jul,3,13.65,0,-0.311639,-0.07778508,-10.128287,1,13272
33907,21,student,single,secondary,0,224,0,0,cellular,30,apr,1,14.516666,0,-2.0146909,-4.3054967,4.8050513,1,33907
21448,37,technician,single,secondary,0,1435,0,0,cellular,18,aug,16,12.066667,0,6.8467584,5.533991,10.5393715,1,21448
